order_id,order_date,category,region,payment_mode,units_sold,unit_price,revenue
1637,2025-07-13,books,West,Credit Card,11.0,285.47,3140.17
1655,18-Jul-2025,Sports,East,Debit Card,13.0,331.07,4303.91
1623,08-Jul-2025,SPORTS,South,Credit Card,20.0,147.53,2950.6
1845,2025-09-14,home & kitchen,east,Cash,21.0,465.55,9776.55
1394,30/04/2025,Sports,South,Net Banking,23.0,120.09,2762.07
1108,02/02/2025,home & kitchen,NORTH,Cash,11.0,435.91,4795.01
1350,16/04/2025,ELECTRONICS,SOUTH,Credit Card,21.0,46.86,984.06
1525,2025-06-09,Books,West,,4.0,221.9,887.6
1785,2025-08-27,Electronics,West,Cash,4.0,17.76,71.04
1048,01/15/2025,Books,West,UPI,6.0,415.14,2490.84
1204,03/03/2025,Toys,  East  ,UPI,14.0,239.59,3354.26
1022,07/01/2025,electronics,south,Debit Card,2.0,154.02,308.04
1403,03-May-2025,Electronics,North,Cash,1.0,174.61,174.61
2108,12/03/2025,TOYS,North,Cash,22.0,294.35,6475.7
2155,17-Dec-2025,clothing,north,Net Banking,20.0,151.68,3033.6
1990,28/10/2025,Books,South,Credit Card,8.0,139.62,1116.96
1742,13/08/2025,Books,North,Net Banking,24.0,479.27,11502.48
2148,12/15/2025,Sports,SOUTH,Credit Card,19.0,176.01,3344.19
1034,11/01/2025,Books,North,Cash,17.0,39.89,678.13
1788,08/27/2025,  Clothing  ,South,Debit Card,24.0,345.58,8293.92
1924,10/08/2025,ELECTRONICS,east,Net Banking,2.0,433.45,866.9
2044,11/13/2025,BOOKS,East,Debit Card,24.0,70.94,1702.56
2181,2025-12-25,Sports,West,UPI,10.0,468.29,4682.9
1580,06/25/2025,books,North,Net Banking,13.0,174.98,2274.74
1482,27/05/2025,Home & Kitchen,EAST,UPI,4.0,113.01,452.04
1932,10/10/2025,Books,East,UPI,21.0,299.15,6282.15
1357,2025-04-19,sports,east,Debit Card,10.0,443.62,4436.2
1760,08/19/2025,Sports,East,Debit Card,13.0,218.49,2840.37
1093,2025-01-28,CLOTHING,North,Net Banking,6.0,33.58,201.48
2176,12/23/2025,BOOKS,  North  ,Credit Card,11.0,362.42,3986.62
1804,09/01/2025,CLOTHING,West,Cash,4.0,54.62,218.48
1746,15/08/2025,BOOKS,WEST,UPI,1.0,458.63,458.63
1280,03/26/2025,Toys,  East  ,Net Banking,7.0,383.35,2683.45
1765,2025-08-20,ELECTRONICS,EAST,Cash,4.0,244.59,978.36
1605,2025-07-03,Electronics,West,Debit Card,12.0,110.16,1321.92
1190,27/02/2025,TOYS,west,Net Banking,22.0,312.13,6866.86
1401,2025-05-02,Books,North,UPI,12.0,405.47,4865.64
1258,20/03/2025,Books,east,Debit Card,22.0,128.26,2821.72
1945,2025-10-14,Clothing,south,Cash,4.0,34.67,138.68
2097,2025-11-29,Electronics,WEST,Cash,16.0,384.43,6150.88
2162,19/12/2025,SPORTS,WEST,Debit Card,,378.79,
1495,30-May-2025,SPORTS,NORTH,Credit Card,6.0,245.63,1473.78
1773,2025-08-23,Electronics,  East  ,Net Banking,,489.29,
1551,16-Jun-2025,  Electronics  ,north,UPI,15.0,264.74,3971.1
1202,03/03/2025,BOOKS,West,Debit Card,20.0,318.03,6360.6
1313,2025-04-05,Electronics,South,Debit Card,2.0,189.7,379.4
1291,30-Mar-2025,Toys,  North  ,Cash,8.0,495.39,3963.12
1764,08/20/2025,SPORTS,,Debit Card,18.0,422.89,7612.02
2137,2025-12-11,Sports,North,Debit Card,10.0,172.35,1723.5
1950,16/10/2025,toys,North,Net Banking,11.0,368.4,4052.4
1184,02/25/2025,Toys,South,Cash,4.0,392.07,1568.28
2177,2025-12-24,Books,NORTH,Cash,16.0,24.94,399.04
2069,2025-11-21,Electronics,SOUTH,Debit Card,24.0,33.23,797.52
2031,09-Nov-2025,Home & Kitchen,West,Credit Card,1.0,493.73,493.73
1251,17-Mar-2025,Books,  East  ,UPI,5.0,449.47,2247.35
1824,09/07/2025,CLOTHING,,Cash,1.0,10.59,10.59
2100,11/30/2025,Books,,Debit Card,4.0,339.45,1357.8
1941,2025-10-13,Books,South,Cash,1.0,120.5,120.5
1392,04/29/2025,Home & Kitchen,South,Debit Card,6.0,166.5,999.0
2093,2025-11-28,TOYS,NORTH,,15.0,456.11,6841.65
2192,12/28/2025,Clothing,South,Credit Card,1.0,222.73,222.73
1905,2025-10-02,CLOTHING,South,Debit Card,5.0,216.61,1083.05
1731,10-Aug-2025,TOYS,west,Net Banking,16.0,94.98,1519.68
1555,18-Jun-2025,clothing,,Debit Card,6.0,,
1367,22-Apr-2025,HOME & KITCHEN,east,UPI,20.0,235.18,4703.6
1346,15/04/2025,Sports,South,Net Banking,21.0,180.69,3794.49
1536,06/12/2025,home & kitchen,  East  ,Net Banking,24.0,90.88,2181.12
1665,21/07/2025,books,south,UPI,16.0,485.01,7760.16
1920,10/06/2025,Sports,South,Debit Card,15.0,150.56,2258.4
1212,03/06/2025,ELECTRONICS,North,UPI,,454.38,
1503,02-Jun-2025,Toys,  East  ,UPI,4.0,235.82,943.28
1538,13/06/2025,Electronics,north,Debit Card,4.0,401.72,1606.88
2007,2025-11-02,Home & Kitchen,EAST,Cash,,204.0,
1176,02/23/2025,CLOTHING,EAST,Debit Card,19.0,244.57,4646.83
